title,studio,year,production_budget,domestic_gross,worldwide_gross,foreign_gross,tconst
Killer Elite,ORF,2011,70000000.0,25124986.0,65409046.0,40284060.0,tt1448755
The Tree of Life,FoxS,2011,35000000.0,13305665.0,61721826.0,48416161.0,tt0478304
The Tree of Life,FoxS,2011,35000000.0,13305665.0,61721826.0,48416161.0,tt8991250
Winnie the Pooh,BV,2011,30000000.0,26692846.0,50145607.0,23452761.0,tt1449283
Soul Surfer,TriS,2011,18000000.0,43853424.0,47158652.0,3305228.0,tt1596346
The Debt,Focus,2011,20000000.0,31177548.0,46604054.0,15426506.0,tt1226753
The Debt,Focus,2011,20000000.0,31177548.0,46604054.0,15426506.0,tt2698966
Beastly,CBS,2011,17000000.0,27865571.0,38028230.0,10162659.0,tt1152398
30 Minutes or Less,Sony,2011,28000000.0,37053924.0,40966716.0,3912792.0,tt1622547
The Roommate,SGem,2011,16000000.0,37300107.0,52545707.0,15245600.0,tt1265990
Shark Night 3D,Rela.,2011,25000000.0,18877153.0,18877153.0,0.0,tt1633356
Monte Carlo,Fox,2011,20000000.0,23186769.0,39686769.0,16500000.0,tt1067774
50/50,Sum.,2011,8000000.0,35016118.0,41334735.0,6318617.0,tt1306980
50/50,Sum.,2011,8000000.0,35016118.0,41334735.0,6318617.0,tt1734060
Mars Needs Moms,BV,2011,150000000.0,21392758.0,39549758.0,18157000.0,tt1305591
Dream House,Uni.,2011,50000000.0,21302340.0,41642166.0,20339826.0,tt10265116
Dream House,Uni.,2011,50000000.0,21302340.0,41642166.0,20339826.0,tt1462041
Jumping the Broom,TriS,2011,7000000.0,37295394.0,38158601.0,863207.0,tt1640484
Don't Be Afraid of the Dark,FD,2011,25000000.0,24046682.0,39126427.0,15079745.0,tt1270761
A Very Harold & Kumar 3D Christmas,WB,2011,20000000.0,35061031.0,36265745.0,1204714.0,tt1268799
My Week with Marilyn,Wein.,2011,10000000.0,14597405.0,34240572.0,19643167.0,tt1655420
The Sitter,Fox,2011,25000000.0,30542576.0,38749404.0,8206828.0,tt1366344
The Sitter,Fox,2011,25000000.0,30542576.0,38749404.0,8206828.0,tt4697228
Courageous,TriS,2011,2000000.0,34522221.0,35185884.0,663663.0,tt1630036
I Don't Know How She Does It,Wein.,2011,24000000.0,9659074.0,24474463.0,14815389.0,tt1742650
What's Your Number?,Fox,2011,20000000.0,14011084.0,30163785.0,16152701.0,tt0770703
Drive Angry,Sum.,2011,50000000.0,10721033.0,41042583.0,30321550.0,tt1502404
A Dangerous Method,SPC,2011,20000000.0,5702083.0,14807531.0,9105448.0,tt1571222
The Eagle,Focus,2011,25000000.0,19490041.0,38993548.0,19503507.0,tt1034389
The Eagle,Focus,2011,25000000.0,19490041.0,38993548.0,19503507.0,tt5130954
Apollo 18,W/Dim.,2011,5000000.0,17686929.0,26517819.0,8830890.0,tt1772240
Biutiful,RAtt.,2011,35000000.0,5101237.0,24687524.0,19586287.0,tt1164999
Your Highness,Uni.,2011,50000000.0,21596445.0,26121638.0,4525193.0,tt1240982
Our Idiot Brother,Wein.,2011,5000000.0,24814830.0,25861249.0,1046419.0,tt1637706
The Rum Diary,FD,2011,45000000.0,13109815.0,21544732.0,8434917.0,tt0376136
Warrior,LGF,2011,25000000.0,13657115.0,24215385.0,10558270.0,tt1291584
Warrior,LGF,2011,25000000.0,13657115.0,24215385.0,10558270.0,tt4163390
Young Adult,Par.,2011,12000000.0,16311571.0,22750356.0,6438785.0,tt1625346
The Guard,SPC,2011,6000000.0,5359774.0,21197454.0,15837680.0,tt1540133
Margin Call,RAtt.,2011,3400000.0,5353586.0,20433227.0,15079641.0,tt1615147
Shame,FoxS,2011,6500000.0,4002293.0,20412841.0,16410548.0,tt1723811
Shame,FoxS,2011,6500000.0,4002293.0,20412841.0,16410548.0,tt3009444
The Last Godfather,RAtt.,2011,13400000.0,164247.0,164247.0,0.0,tt1584131
Melancholia,Magn.,2011,9400000.0,3030848.0,21817298.0,18786450.0,tt1527186
Melancholia,Magn.,2011,9400000.0,3030848.0,21817298.0,18786450.0,tt5797456
Melancholia,Magn.,2011,9400000.0,3030848.0,21817298.0,18786450.0,tt7592248
The Conspirator,RAtt.,2011,25000000.0,11538204.0,15907411.0,4369207.0,tt0968264
The Conspirator,RAtt.,2011,25000000.0,11538204.0,15907411.0,4369207.0,tt7520136
Anonymous,Sony,2011,27500000.0,4463292.0,15815509.0,11352217.0,tt1521197
Anonymous,Sony,2011,27500000.0,4463292.0,15815509.0,11352217.0,tt6419530
Anonymous,Sony,2011,27500000.0,4463292.0,15815509.0,11352217.0,tt7632298
Beginners,Focus,2011,3200000.0,5790894.0,14314407.0,8523513.0,tt1532503
Snow Flower and the Secret Fan,FoxS,2011,6000000.0,1348205.0,11348205.0,10000000.0,tt1541995
Le Havre,Jan.,2011,5500000.0,611709.0,13480196.0,12868487.0,tt1508675
Prom,BV,2011,8000000.0,10130219.0,10763183.0,632964.0,tt1604171
The Big Year,Fox,2011,41000000.0,7204138.0,7684524.0,480386.0,tt1053810
The Beaver,Sum.,2011,21000000.0,970816.0,5046038.0,4075222.0,tt1321860
Take Me Home Tonight,Rela.,2011,19000000.0,6928068.0,7576604.0,648536.0,tt0810922
Cedar Rapids,FoxS,2011,10000000.0,6861102.0,7862131.0,1001029.0,tt1477837
We Need to Talk About Kevin,Osci.,2011,7000000.0,1738692.0,10765283.0,9026591.0,tt1242460
Attack the Block,SGem,2011,13000000.0,1024175.0,6459183.0,5435008.0,tt1478964
Dylan Dog: Dead of Night,OMNI/FSR,2011,20000000.0,1186538.0,6093725.0,4907187.0,tt1013860
Like Crazy,ParV,2011,250000.0,3395391.0,3728400.0,333009.0,tt1758692
Like Crazy,ParV,2011,250000.0,3395391.0,3728400.0,333009.0,tt4621872
Like Crazy,ParV,2011,250000.0,3395391.0,3728400.0,333009.0,tt8681390
Martha Marcy May Marlene,FoxS,2011,1000000.0,2981038.0,5438911.0,2457873.0,tt1441326
Machine Gun Preacher,Rela.,2011,30000000.0,538690.0,3721988.0,3183298.0,tt1586752
Take Shelter,SPC,2011,4750000.0,1728953.0,4972016.0,3243063.0,tt1675192
Everything Must Go,RAtt.,2011,5000000.0,2712131.0,2821010.0,108879.0,tt1531663
Brighton Rock,IFC,2011,11000000.0,229653.0,229653.0,0.0,tt1233192
Another Earth,FoxS,2011,175000.0,1321194.0,2102779.0,781585.0,tt1549572
A Better Life,Sum.,2011,10000000.0,1759252.0,1884251.0,124999.0,tt1554091
A Better Life,Sum.,2011,10000000.0,1759252.0,1884251.0,124999.0,tt2027265
The Art of Getting By,FoxS,2011,4000000.0,1430241.0,1989035.0,558794.0,tt1645080
The Devil's Double,LGF,2011,19100000.0,1361512.0,5965646.0,4604134.0,tt1270262
Red State,SMod,2011,4000000.0,1065429.0,1983596.0,918167.0,tt0873886
There Be Dragons,Gold.,2011,36000000.0,1069334.0,4020990.0,2951656.0,tt1316616
Meek's Cutoff,Osci.,2011,2000000.0,977772.0,1869928.0,892156.0,tt1518812
Submarine,Wein.,2011,1900000.0,467602.0,4581937.0,4114335.0,tt1440292
Higher Ground,SPC,2011,1800000.0,841056.0,842693.0,1637.0,tt1562568
Blackthorn,Magn.,2011,4500000.0,200558.0,1217307.0,1016749.0,tt1629705
The Future,RAtt.,2011,1000000.0,568662.0,1239174.0,670512.0,tt1235170
Dum Maaro Dum,FoxS,2011,5200000.0,564489.0,11633427.0,11068938.0,tt1618430
Circumstance,RAtt.,2011,900000.0,454121.0,958978.0,504857.0,tt1684628
The Other Woman,IFC,2011,40000000.0,83911193.0,195111193.0,111200000.0,tt2203939
Hesher,WHE,2011,7000000.0,382946.0,382946.0,0.0,tt1403177
Another Happy Day,P4,2011,4000000.0,9120.0,978527.0,969407.0,tt1719071
Super,IFC,2011,2500000.0,327716.0,593933.0,266217.0,tt1512235
Super,IFC,2011,2500000.0,327716.0,593933.0,266217.0,tt1807022
Super,IFC,2011,2500000.0,327716.0,593933.0,266217.0,tt7456902
Rubber,Magn.,2011,500000.0,100370.0,680914.0,580544.0,tt1612774
Beautiful Boy,Anch.,2011,25000000.0,7634767.0,13031424.0,5396657.0,tt1226837
Beautiful Boy,Anch.,2011,25000000.0,7634767.0,13031424.0,5396657.0,tt1533013
Margaret,FoxS,2011,14000000.0,47185.0,623292.0,576107.0,tt0466893
Stake Land,IFC,2011,4000000.0,33245.0,679482.0,646237.0,tt1464580
The Son of No One,Anch.,2011,15000000.0,30680.0,1148578.0,1117898.0,tt1535612
5 Days of War,Anch.,2011,12000000.0,17479.0,87793.0,70314.0,tt1486193
Blood Ties,ALP,2011,26000000.0,42472.0,2923959.0,2881487.0,tt1679620
Blood Ties,ALP,2011,26000000.0,42472.0,2923959.0,2881487.0,tt1747958
Blood Ties,ALP,2011,26000000.0,42472.0,2923959.0,2881487.0,tt2941230
Blood Ties,ALP,2011,26000000.0,42472.0,2923959.0,2881487.0,tt3882558
Blood Ties,ALP,2011,26000000.0,42472.0,2923959.0,2881487.0,tt5621080
Skyfall,Sony,2012,200000000.0,304360277.0,1110526981.0,806166704.0,tt1074638
The Dark Knight Rises,WB,2012,275000000.0,448139099.0,1084439099.0,636300000.0,tt1345836
The Hobbit: An Unexpected Journey,WB (NL),2012,250000000.0,303003568.0,1017003568.0,714000000.0,tt0903624
Ice Age: Continental Drift,Fox,2012,95000000.0,161321843.0,879765137.0,718443294.0,tt1667889
The Amazing Spider-Man,Sony,2012,220000000.0,262030663.0,757890267.0,495859604.0,tt0948470
Madagascar 3: Europe's Most Wanted,P/DW,2012,145000000.0,216391482.0,746921271.0,530529789.0,tt1277953
The Hunger Games,LGF,2012,80000000.0,408010692.0,677923379.0,269912687.0,tt1392170
Life of Pi,Fox,2012,120000000.0,124987022.0,620912003.0,495924981.0,tt0454876
Ted,Uni.,2012,50000000.0,218665740.0,556016627.0,337350887.0,tt1637725
Brave,BV,2012,185000000.0,237282182.0,554606532.0,317324350.0,tt1217209
Brave,BV,2012,185000000.0,237282182.0,554606532.0,317324350.0,tt8358722
Wreck-It Ralph,BV,2012,165000000.0,189412677.0,496511521.0,307098844.0,tt1772341
Django Unchained,Wein.,2012,100000000.0,162805434.0,449948323.0,287142889.0,tt1853728
Prometheus,Fox,2012,125000000.0,126477084.0,402448265.0,275971181.0,tt1446714
Snow White and the Huntsman,Uni.,2012,170000000.0,155136755.0,401021746.0,245884991.0,tt1735898
Taken 2,Fox,2012,45000000.0,139854287.0,377807404.0,237953117.0,tt1397280
Hotel Transylvania,Sony,2012,85000000.0,148313048.0,378505812.0,230192764.0,tt0837562
Journey 2: The Mysterious Island,WB (NL),2012,79000000.0,103860290.0,318146162.0,214285872.0,tt1397514
The Expendables 2,LGF,2012,100000000.0,85028192.0,311979256.0,226951064.0,tt1764651
Rise of the Guardians,P/DW,2012,145000000.0,103412758.0,306900902.0,203488144.0,tt1446192
Wrath of the Titans,WB,2012,150000000.0,83670083.0,305270083.0,221600000.0,tt1646987
Battleship,Uni.,2012,220000000.0,65233400.0,313477717.0,248244317.0,tt1440129
John Carter,BV,2012,275000000.0,73058679.0,282778100.0,209719421.0,tt0401729
The Bourne Legacy,Uni.,2012,125000000.0,113203870.0,280355920.0,167152050.0,tt1194173
Lincoln,BV,2012,65000000.0,182207973.0,273346281.0,91138308.0,tt0443272
Lincoln,BV,2012,65000000.0,182207973.0,273346281.0,91138308.0,tt3784440
Dark Shadows,WB,2012,150000000.0,79727149.0,238202668.0,158475519.0,tt1077368
Resident Evil: Retribution,SGem,2012,65000000.0,42345531.0,240647629.0,198302098.0,tt1855325
Silver Linings Playbook,Wein.,2012,21000000.0,132092958.0,236412453.0,104319495.0,tt1045658
American Reunion,Uni.,2012,50000000.0,56758835.0,236799211.0,180040376.0,tt1605630
Argo,WB,2012,44500000.0,136025503.0,227140757.0,91115254.0,tt1024648
Jack Reacher,Par.,2012,60000000.0,80070736.0,217370736.0,137300000.0,tt0790724
Safe House,Uni.,2012,85000000.0,126181630.0,208542162.0,82360532.0,tt10467112
Safe House,Uni.,2012,85000000.0,126181630.0,208542162.0,82360532.0,tt1599348
Safe House,Uni.,2012,85000000.0,126181630.0,208542162.0,82360532.0,tt6686996
21 Jump Street,Sony,2012,42000000.0,138447667.0,202812429.0,64364762.0,tt1232829
The Vow,SGem,2012,30000000.0,125014030.0,197618160.0,72604130.0,tt1606389
Mirror Mirror,Rela.,2012,85000000.0,64935167.0,173613482.0,108678315.0,tt1667353
The Impossible,LG/S,2012,40000000.0,19019882.0,169590606.0,150570724.0,tt1649419
The Dictator,Par.,2012,65000000.0,59650222.0,180148897.0,120498675.0,tt1645170
Looper,TriS,2012,30000000.0,66486205.0,170466405.0,103980200.0,tt1276104
Magic Mike,WB,2012,7000000.0,113721571.0,170549753.0,56828182.0,tt1915581
Flight,Par.,2012,31000000.0,93772375.0,160558438.0,66786063.0,tt1907668
Flight,Par.,2012,31000000.0,93772375.0,160558438.0,66786063.0,tt4389440
This Means War,Fox,2012,65000000.0,54760791.0,156974557.0,102213766.0,tt1596350
Paranormal Activity 4,Par.,2012,5000000.0,53900335.0,142817992.0,88917657.0,tt2109184
Step Up Revolution,LG/S,2012,33000000.0,35074677.0,165552290.0,130477613.0,tt1800741
The Best Exotic Marigold Hotel,FoxS,2012,10000000.0,46383639.0,134639780.0,88256141.0,tt1412386
Zero Dark Thirty,Sony,2012,52500000.0,95720716.0,134612435.0,38891719.0,tt1790885
Ghost Rider: Spirit of Vengeance,Sony,2012,57000000.0,51774002.0,149217355.0,97443353.0,tt1071875
Cloud Atlas,WB,2012,102000000.0,27108272.0,130673154.0,103564882.0,tt1371111
The Woman in Black,CBS,2012,15000000.0,54333290.0,128955898.0,74622608.0,tt1596365
The Pirates! Band of Misfits,Sony,2012,55000000.0,31051126.0,136143605.0,105092479.0,tt1430626
Parental Guidance,Fox,2012,25000000.0,77267296.0,120832383.0,43565087.0,tt1047540
Abraham Lincoln: Vampire Hunter,Fox,2012,67500000.0,37519139.0,137489730.0,99970591.0,tt1611224
Pitch Perfect,Uni.,2012,17000000.0,65001093.0,116044347.0,51043254.0,tt1981677
Hope Springs,Sony,2012,30000000.0,63536011.0,133085295.0,69549284.0,tt1535438
ParaNorman,Focus,2012,60000000.0,56003051.0,108119662.0,52116611.0,tt1623288
The Campaign,WB,2012,95000000.0,86907746.0,104907746.0,18000000.0,tt1790886
The Campaign,WB,2012,95000000.0,86907746.0,104907746.0,18000000.0,tt2411684
Project X,WB,2012,12000000.0,54731865.0,103028188.0,48296323.0,tt1636826
Project X,WB,2012,12000000.0,54731865.0,103028188.0,48296323.0,tt5902440
The Devil Inside,Par.,2012,1000000.0,53262945.0,101759490.0,48496545.0,tt1560985
The Devil Inside,Par.,2012,1000000.0,53262945.0,101759490.0,48496545.0,tt0436230
The Lucky One,WB,2012,25000000.0,60457138.0,96633833.0,36176695.0,tt1327194
Contraband,Uni.,2012,25000000.0,66528000.0,98406855.0,31878855.0,tt1524137
Think Like a Man,SGem,2012,12000000.0,91547205.0,113373764.0,21826559.0,tt1621045
The Possession,LGF,2012,14000000.0,49130588.0,82925064.0,33794476.0,tt0431021
What to Expect When You're Expecting,LGF,2012,37500000.0,41152203.0,88473016.0,47320813.0,tt1586265
Frankenweenie,BV,2012,39000000.0,35287788.0,81150788.0,45863000.0,tt1142977
Act of Valor,Rela.,2012,12000000.0,70012847.0,82497035.0,12484188.0,tt1591479
Sinister,LG/S,2012,3000000.0,48086903.0,87727807.0,39640904.0,tt1922777
Sinister,LG/S,2012,3000000.0,48086903.0,87727807.0,39640904.0,tt7489744
The Grey,ORF,2012,25000000.0,51580136.0,81249176.0,29669040.0,tt1601913
Diary of a Wimpy Kid: Dog Days,Fox,2012,22000000.0,49008662.0,77229695.0,28221033.0,tt2023453
To Rome with Love,SPC,2012,21500000.0,16684352.0,74326015.0,57641663.0,tt1859650
Here Comes the Boom,Sony,2012,42000000.0,45290318.0,73239258.0,27948940.0,tt1648179
Anna Karenina,Focus,2012,49000000.0,12816367.0,71004627.0,58188260.0,tt10453206
Anna Karenina,Focus,2012,49000000.0,12816367.0,71004627.0,58188260.0,tt1781769
The Watch,Fox,2012,55000000.0,34353000.0,67130045.0,32777045.0,tt1298649
Moonrise Kingdom,Focus,2012,16000000.0,45512466.0,68848446.0,23335980.0,tt1748122
The Cabin in the Woods,LGF,2012,30000000.0,42073277.0,70689968.0,28616691.0,tt1259521
Rock of Ages,WB (NL),2012,70000000.0,38518613.0,61031932.0,22513319.0,tt1336608
That's My Boy,Sony,2012,57500000.0,36931089.0,58085235.0,21154146.0,tt1232200
The Odd Life of Timothy Green,BV,2012,40000000.0,51853450.0,55249159.0,3395709.0,tt1462769
The Three Stooges,Fox,2012,30000000.0,44338224.0,54052249.0,9714025.0,tt0383010
The Three Stooges,Fox,2012,30000000.0,44338224.0,54052249.0,9714025.0,tt5108902
The Five-Year Engagement,Uni.,2012,30000000.0,28700285.0,61623819.0,32923534.0,tt1195478
Lawless,Wein.,2012,26000000.0,37397291.0,54393687.0,16996396.0,tt1212450
Lawless,Wein.,2012,26000000.0,37397291.0,54393687.0,16996396.0,tt8781832
Red Tails,Fox,2012,58000000.0,49876377.0,50365498.0,489121.0,tt0485985
Trouble with the Curve,WB,2012,60000000.0,35763137.0,47818913.0,12055776.0,tt2083383
End of Watch,ORF,2012,15000000.0,41003371.0,57586606.0,16583235.0,tt1855199
Man on a Ledge,LG/S,2012,42000000.0,18620000.0,49621440.0,31001440.0,tt1568338
The Guilt Trip,Par.,2012,40000000.0,37134215.0,41294674.0,4160459.0,tt1694020
Killing Them Softly,Wein.,2012,15000000.0,14945541.0,39238443.0,24292902.0,tt1764234
Chernobyl Diaries,WB,2012,1000000.0,18119640.0,42411721.0,24292081.0,tt1991245
Dredd,LGF,2012,45000000.0,13414714.0,41467606.0,28052892.0,tt1343727
Arbitrage,RAtt.,2012,12000000.0,7919574.0,35830713.0,27911139.0,tt1764183
Alex Cross,LG/S,2012,35000000.0,25888412.0,35426759.0,9538347.0,tt1712170
The Perks of Being a Wallflower,LG/S,2012,13000000.0,17742948.0,33069303.0,15326355.0,tt1659337
Haywire,Rela.,2012,23000000.0,18942396.0,36374700.0,17432304.0,tt1506999
Katy Perry: Part of Me,Par.,2012,12000000.0,25326071.0,32700439.0,7374368.0,tt2215719
Lockout,FD,2012,20000000.0,14326865.0,33943049.0,19616184.0,tt1592525
Joyful Noise,WB,2012,27500000.0,30932113.0,31157914.0,225801.0,tt1710396
Premium Rush,Sony,2012,35000000.0,20275446.0,31393201.0,11117755.0,tt1547234
The Raven,Rela.,2012,26000000.0,16008272.0,30601801.0,14593529.0,tt1486192
The Master,Wein.,2012,37500000.0,16247159.0,50647416.0,34400257.0,tt1560747
The Master,Wein.,2012,37500000.0,16247159.0,50647416.0,34400257.0,tt4117096
The Master,Wein.,2012,37500000.0,16247159.0,50647416.0,34400257.0,tt4273106
The Master,Wein.,2012,37500000.0,16247159.0,50647416.0,34400257.0,tt4777394
Big Miracle,Uni.,2012,40000000.0,20157300.0,25268680.0,5111380.0,tt1430615
A Thousand Words,P/DW,2012,40000000.0,18450127.0,20790486.0,2340359.0,tt0763831
Wanderlust,Uni.,2012,32500000.0,17288155.0,24159934.0,6871779.0,tt10375030
Wanderlust,Uni.,2012,32500000.0,17288155.0,24159934.0,6871779.0,tt1655460
Wanderlust,Uni.,2012,32500000.0,17288155.0,24159934.0,6871779.0,tt5246726
Wanderlust,Uni.,2012,32500000.0,17288155.0,24159934.0,6871779.0,tt6326352
Wanderlust,Uni.,2012,32500000.0,17288155.0,24159934.0,6871779.0,tt6851110
Beasts of the Southern Wild,FoxS,2012,1800000.0,12795746.0,23265132.0,10469386.0,tt2125435
Polisse,IFC,2012,8900000.0,176988.0,22744132.0,22567144.0,tt1661420
Amour,SPC,2012,9700000.0,6738954.0,36787044.0,30048090.0,tt1602620
The Man with the Iron Fists,Uni.,2012,15000000.0,15634090.0,22018988.0,6384898.0,tt1258972
Seven Psychopaths,CBS,2012,13500000.0,15024049.0,33035736.0,18011687.0,tt1931533
The Cold Light of Day,LG/S,2012,20000000.0,3763583.0,25361206.0,21597623.0,tt1366365
The Words,CBS,2012,6000000.0,11494838.0,16369708.0,4874870.0,tt1840417
Silent House,ORF,2012,2000000.0,12739737.0,16610760.0,3871023.0,tt1767382
People Like Us,BV,2012,16000000.0,12431792.0,12617472.0,185680.0,tt1716777
People Like Us,BV,2012,16000000.0,12431792.0,12617472.0,185680.0,tt1758741
Bachelorette,RTWC,2012,3000000.0,446770.0,12577401.0,12130631.0,tt1920849
Fun Size,Par.,2012,14000000.0,9409538.0,11166615.0,1757077.0,tt1663143
Seeking a Friend for the End of the World,Focus,2012,10000000.0,7078738.0,11766959.0,4688221.0,tt1307068
The Apparition,WB,2012,17000000.0,4936819.0,10637281.0,5700462.0,tt1433822
The Apparition,WB,2012,17000000.0,4936819.0,10637281.0,5700462.0,tt6559390
Bernie,MNE,2012,6000000.0,9204489.0,10106975.0,902486.0,tt1704573
Bernie,MNE,2012,6000000.0,9204489.0,10106975.0,902486.0,tt5936840
The Sessions,FoxS,2012,1000000.0,6002451.0,11495204.0,5492753.0,tt1866249
On the Road,IFC,2012,25000000.0,720828.0,9313302.0,8592474.0,tt0337692
On the Road,IFC,2012,25000000.0,720828.0,9313302.0,8592474.0,tt2404548
On the Road,IFC,2012,25000000.0,720828.0,9313302.0,8592474.0,tt3872966
On the Road,IFC,2012,25000000.0,720828.0,9313302.0,8592474.0,tt4339118
On the Road,IFC,2012,25000000.0,720828.0,9313302.0,8592474.0,tt5389486
On the Road,IFC,2012,25000000.0,720828.0,9313302.0,8592474.0,tt5647250
The Collection,LD,2012,10000000.0,6810754.0,8890094.0,2079340.0,tt1748227
Chasing Mavericks,Fox,2012,20000000.0,6002756.0,8300821.0,2298065.0,tt1629757
Albert Nobbs,RAtt.,2012,7500000.0,3014696.0,8539003.0,5524307.0,tt1602098
Won't Back Down,Fox,2012,19000000.0,5310554.0,5745503.0,434949.0,tt1870529
Won't Back Down,Fox,2012,19000000.0,5310554.0,5745503.0,434949.0,tt3779570
"Jeff, Who Lives at Home",ParV,2012,10000000.0,4269426.0,4708127.0,438701.0,tt1588334
Safety Not Guaranteed,FD,2012,750000.0,4010957.0,4422318.0,411361.0,tt1862079
Killer Joe,LD,2012,10000000.0,1291645.0,4659110.0,3367465.0,tt1726669
Robot & Frank,Gold.,2012,2500000.0,3317468.0,4934356.0,1616888.0,tt1990314
Jab Tak Hai Jaan,Yash,2012,9200000.0,3047539.0,5806666.0,2759127.0,tt2176013
Samsara,Osci.,2012,4000000.0,2672413.0,5966671.0,3294258.0,tt0770802
Your Sister's Sister,IFC,2012,120000.0,1597486.0,3090593.0,1493107.0,tt1742336
The Paperboy,MNE,2012,12500000.0,677200.0,4027663.0,3350463.0,tt1496422
A Little Bit of Heaven,MNE,2012,12500000.0,10011.0,1100287.0,1090276.0,tt1440161
Coriolanus,Wein.,2012,10000000.0,749641.0,2179623.0,1429982.0,tt10398140
Coriolanus,Wein.,2012,10000000.0,749641.0,2179623.0,1429982.0,tt1372686
Coriolanus,Wein.,2012,10000000.0,749641.0,2179623.0,1429982.0,tt3313066
Coriolanus,Wein.,2012,10000000.0,749641.0,2179623.0,1429982.0,tt9151404
Damsels in Distress,SPC,2012,3000000.0,1007535.0,1324299.0,316764.0,tt1667307
Darling Companion,SPC,2012,12000000.0,793352.0,1200346.0,406994.0,tt1730687
Holy Motors,IM,2012,4000000.0,641054.0,4230426.0,3589372.0,tt2076220
Sound of My Voice,FoxS,2012,135000.0,408015.0,429448.0,21433.0,tt1748207
Khiladi 786,Eros,2012,5600000.0,385422.0,14683763.0,14298341.0,tt2166214
Compliance,Magn.,2012,270000.0,319285.0,830700.0,511415.0,tt1971352
Kill List,IFC,2012,800000.0,29063.0,462206.0,433143.0,tt1788391
High School,Anch.,2012,10000000.0,139034.0,248133.0,109099.0,tt1247667
The Innkeepers,Magn.,2012,750000.0,78396.0,1011535.0,933139.0,tt1594562
The First Time,Gold.,2012,2000000.0,17061.0,17061.0,0.0,tt1763303
The First Time,Gold.,2012,2000000.0,17061.0,17061.0,0.0,tt9827712
Frozen,BV,2013,150000000.0,400738009.0,1272469910.0,871731901.0,tt1323045
Frozen,BV,2013,150000000.0,400738009.0,1272469910.0,871731901.0,tt1611845
Frozen,BV,2013,150000000.0,400738009.0,1272469910.0,871731901.0,tt2294629
Iron Man 3,BV,2013,200000000.0,408992272.0,1215392272.0,806400000.0,tt1300854
Despicable Me 2,Uni.,2013,76000000.0,368065385.0,975216835.0,607151450.0,tt1690953
The Hobbit: The Desolation of Smaug,WB (NL),2013,250000000.0,258366855.0,960366855.0,702000000.0,tt1170358
The Hunger Games: Catching Fire,LGF,2013,130000000.0,424668047.0,864868047.0,440200000.0,tt1951264
Monsters University,BV,2013,200000000.0,268488329.0,743588329.0,475100000.0,tt1453405
Gravity,WB,2013,110000000.0,274092705.0,693698673.0,419605968.0,tt1454468
Man of Steel,WB,2013,225000000.0,291045518.0,667999518.0,376954000.0,tt0770828
Thor: The Dark World,BV,2013,150000000.0,206362140.0,644602516.0,438240376.0,tt1981115
The Croods,Fox,2013,135000000.0,187168425.0,573068425.0,385900000.0,tt0481499
World War Z,Par.,2013,190000000.0,202359711.0,531514650.0,329154939.0,tt0816711
Star Trek Into Darkness,Par.,2013,190000000.0,228778661.0,467381584.0,238602923.0,tt1408101
The Wolverine,Fox,2013,115000000.0,132556852.0,416456852.0,283900000.0,tt1430132
Pacific Rim,WB,2013,190000000.0,101802906.0,411002906.0,309200000.0,tt1663662
The Wolf of Wall Street,Par.,2013,100000000.0,116900694.0,389870414.0,272969720.0,tt0993846
G.I. Joe: Retaliation,Par.,2013,140000000.0,122523060.0,375740705.0,253217645.0,tt1583421
Now You See Me,LG/S,2013,75000000.0,117723989.0,342769200.0,225045211.0,tt1670345
Now You See Me,LG/S,2013,75000000.0,117723989.0,342769200.0,225045211.0,tt2221640
The Smurfs 2,Sony,2013,110000000.0,71017784.0,348547523.0,277529739.0,tt2017020
The Conjuring,WB (NL),2013,20000000.0,137400141.0,318000141.0,180600000.0,tt1457767
A Good Day to Die Hard,Fox,2013,92000000.0,67349198.0,304249198.0,236900000.0,tt1606378
Oblivion,Uni.,2013,120000000.0,89107235.0,287916633.0,198809398.0,tt1483013
Oblivion,Uni.,2013,120000000.0,89107235.0,287916633.0,198809398.0,tt1876409
Oblivion,Uni.,2013,120000000.0,89107235.0,287916633.0,198809398.0,tt8826828
Elysium,TriS,2013,120000000.0,93050117.0,286192091.0,193141974.0,tt1535108
Elysium,TriS,2013,120000000.0,93050117.0,286192091.0,193141974.0,tt1783264
Turbo,Fox,2013,135000000.0,83028130.0,286896578.0,203868448.0,tt1860353
Cloudy with a Chance of Meatballs 2,Sony,2013,78000000.0,119793567.0,274392649.0,154599082.0,tt1985966
We're the Millers,WB (NL),2013,37000000.0,150394119.0,267816276.0,117422157.0,tt1723121
Epic,Fox,2013,100000000.0,107518682.0,262794441.0,155275759.0,tt0848537
The Lone Ranger,BV,2013,275000000.0,89302115.0,260002115.0,170700000.0,tt1210819
American Hustle,Sony,2013,40000000.0,150117807.0,257878294.0,107760487.0,tt1800241
Grown Ups 2,Sony,2013,80000000.0,133668525.0,247023808.0,113355283.0,tt2191701
After Earth,Sony,2013,130000000.0,60522097.0,251499665.0,190977568.0,tt1815862
The Heat,Fox,2013,43000000.0,159581587.0,229727774.0,70146187.0,tt2404463
Captain Phillips,Sony,2013,55000000.0,107136417.0,220648184.0,113511767.0,tt1535109
White House Down,Sony,2013,150000000.0,73103784.0,205440387.0,132336603.0,tt2334879
Percy Jackson: Sea of Monsters,Fox,2013,90000000.0,68559554.0,200859554.0,132300000.0,tt1854564
